From To Length(meter) Traffic_level Name
1195 1196 25.11458071362232 1.3125 "Shradhanand Path/Dalvar Road"
3491 3492 12.495933606507432 0.8064516129032259 "Cantt Road"
5906 5907 7.7933250934568 1.0971786833855801 "Bailey Road"
503 504 28.303632356175886 2.0 "Birla Mandir Road"
2864 2865 18.10693653058517 1.2884333821376281 "Ashok Nagar No. 9 Road/J Sector Road"
2933 2934 12.0484736267862 0.8854306412664341 "Saristabad Road/70 Feet Road"
6406 6407 7.856831975524582 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
96 97 22.287166608298424 1.050420168067227 "Ramgulam Chowk"
473 474 15.056646820016887 1.1198945981554678 "Arya Kumar Road"
5712 5713 9.103004295462846 2.1628498727735366 "Patliputra Path"
49 50 8.354025778324337 1.4236410698878343 "Vaishali Golambar Chowk"
7303 7304 26.195015666002156 1.1249030256012411 "Ramavatarshastri Chowk/Rajendra Nagar Chowk"
6841 6842 8.108031458134937 0.989010989010989 "Dr Srikrishna Sing Path/Rajendra Chowk"
6826 6827 16.093660140934926 1.1771808028976758 "Bailey Road/Jagdev Path"
3771 3772 44.19172438319867 0.943952802359882 "Patna Gaya Line Road/Gaya Line Road"
6789 6790 13.491091848027901 0.9487179487179488 "Desh Ratna Marg"
334 335 45.29751942894229 1.363884342607747 "Ashiana Road/B. M. P. Road"
5108 5109 6.75414749398235 1.2002526847757422 "Bahadurpur Golambar Chowk"
6915 6916 34.50884195678625 1.3636363636363638 "Sardar Patel Marg"
4399 4400 84.12406307214599 1.081081081081081 "Ashok Raj Path/Danapur Road/Digha Ghat Road"
4998 4999 22.466516218004273 1.0859301227573184 "New Dak Bungalow Road/Jawaharlal Nehru Marg"
7071 7072 25.603334355263378 1.0598031794095382 "Ashok Nagar Road/Ashok Nagar No. 9 Road/J Sector Road"
4235 4236 28.109404000735314 0.7680945347119645 "Beerchandra Patel Path"
1438 1439 24.850605763178358 1.0 "Ashok Raj Path/Digha Ghat Road/Danapur Road"
6985 6986 57.66061735660868 1.0526315789473684 "Khagaul Road"
5108 5109 6.75414749398235 0.8998875140607423 "Bahadurpur Golamber Chowk/Bazar Samiti Chowk"
7138 7139 11.3438644557734 1.1759172154280337 "Shaheed Chowk/Fraser Road"
3895 4058 16.452170370885568 0.9596928982725528 "Budh Murti Chowk"
6234 6235 12.709806807998046 0.9583333333333334 "B. M. P. Road"
4391 4392 48.5356898957752 1.03125 "Digha Ashiana Link Road/Keshri Nagar Main Road"
6338 6339 32.18829964110997 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
6532 6533 18.37303673942891 0.9310344827586206 "Sankar Colony More/Ashiana Digha Road"
5273 5274 32.60543768210811 0.9218163195629909 "Kankar Bagh Road"
5302 5303 141.17866191925646 1.0265183917878529 "Ashok Chowk"
5788 5789 21.198331834431126 1.9271948608137046 "Bahadurpur Chauraha"
5868 5869 5.1417457116278795 1.2137823022709475 "Patel Golambar/Shaheed Pir Ali Khan Path Marg 1"
3823 3824 53.504542666074194 1.8887722980062962 "Ashok Nagar No. 9 Road/J Sector Road"
5081 5082 32.83952777547731 1.118279569892473 "Bahadurpur Golambar Chowk"
3725 3726 138.65055675257562 1.0902483343428224 "Saristabad Road/70 Feet Road"
4184 4185 32.69418437006164 0.9140767824497257 "A. G. Colony Road/Punaichak Chauraha/Bailey Road"
6415 6416 79.40462903510476 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
1253 1254 58.933651303618014 0.9026798307475317 "Gosai Tola More/Patliputra Road"
1163 1164 24.72060029627999 1.1176470588235294 "Shradhanand Path/Dalvar Road"
51 52 7.792319151863591 1.0348583877995643 "Ramavatarshastri Chowk"
169 170 44.8437070593603 0.5854800936768151 "Ramgulam Chowk"
2615 2616 12.500125521538342 2.0629750271444083 "Sandalpur Main Road"
2483 2484 34.80834879255089 2.0366598778004072 "NH-30/Bypass Road/Pun Pun Road"
5351 5352 10.068869015821807 1.1337868480725624 "Kankar Bagh Main Road/Old Bypass Road"
6217 6218 26.833766627610256 1.0434782608695652 "NH-30/Khagaul Road/Bypass Road"
2901 2902 111.00450384350712 1.2836568566061364 "Ashok Nagar Path"
6898 6907 62.700309915499965 1.5454545454545454 "Block B Road/North Harding Path"
3370 3371 17.892385446063695 1.0699273977837218 "Maner"
3689 3690 23.842904707403637 1.3479780329505742 "Ali Nagar Road"
5645 5646 14.506233043777623 1.125 "Munshi Nagar Road/Sanjay Nagar Main Road"
3664 3665 41.64813827416426 1.3479780329505742 "Ali Nagar Road"
912 913 4.166482194048388 1.509433962264151 "Kargil Chowk"
3364 3365 46.95955569077641 1.0699273977837218 "Maner"
1946 1947 7.326620708982017 0.9289363678588016 "Gandhi Maidan Chauraha"
53 54 5.916974547956617 2.941176470588235 "Vaishali Golambar Chowk"
348 349 90.03496038119636 1.363884342607747 "Ashiana Road/B. M. P. Road"
5625 5626 31.144560908001914 1.647058823529412 "Postal Park No. 1 Road/Indira Nagar Main Road"
6266 6267 38.08278513593703 1.107011070110701 "SH-78 (North)"
7170 7171 15.01817597368722 1.0 "Kadam Kuan Road/Rajendra Path"
7302 7303 22.112851576821445 1.1249030256012411 "Ramavatarshastri Chowk/Rajendra Nagar Chowk"
7340 7341 34.61651614107921 0.8714596949891068 "Geeta College Road"
1211 3262 251.88914203337194 1.0526315789473684 "Cantt Road"
4191 4192 14.336915418035325 0.9505703422053231 "No. 3 Path"
4335 4336 174.86301044180217 1.0526315789473684 "Ashok Raj Path/Danapur Road"
3116 3117 61.70508300708429 1.0004349717268377 "No. 3 Road"
1 2 12.286145926560318 1.0881392818280742 "Bari Path"
365 366 64.86107678701096 1.9430637144148215 "Naharpur Road/Paschimi Bailey Canal Road"
3207 3208 51.246006955064075 1.3016596160104132 "Bailey Road"
3730 3731 12.845270789767751 1.0902483343428224 "Saristabad Road/70 Feet Road"
5111 5112 3.745160733717638 1.2870012870012872 "Bahadurpur Golamber Chowk/Bazar Samiti Chowk"
6319 6320 26.302889554413564 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
5379 5380 6.125792285847836 1.3392857142857144 "Tempo Stand Chauraha"
1222 1223 53.3365817222958 1.0119940029985008 "Boring Road/Kurji Main Road"
6924 6925 15.616937057477463 1.3636363636363638 "Sardar Patel Marg"
1030 1031 20.127221458859683 1.462140992167102 "Gosai Tola More/Patliputra Road"
5243 5244 6.679130701496206 1.4 "Bahadurpur Chauraha"
405 406 25.251527071097517 1.895306859205776 "Gola Road/Ram Jaypal Nagar Road"
4885 4886 63.91665211021819 3.03448275862069 "Sahdev Mahato Marg"
2088 2089 24.50210637236806 1.101036269430052 "Munna Chowk"
1245 1246 17.150302577230683 0.9026798307475317 "Gosai Tola More/Patliputra Road"
5157 5158 53.62012683875725 1.0 "Munshi Prem Chand Chauraha"
5311 5312 20.262500615006648 1.1337868480725624 "Kankar Bagh Main Road/Old Bypass Road"
6438 6439 17.928943791047395 1.0198135198135199 "Exhibition Road/Kankar Bagh Main Road"
6167 6168 11.236301799007045 1.0434782608695652 "NH-30/Khagaul Road/Bypass Road"
6279 6280 53.10132791310561 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
7098 7099 20.55837172171959 1.1961722488038278 "Jaganpura Main Road"
3384 3385 12.705157875862062 0.8064516129032259 "Cantt Road"
3576 3577 41.20020134613124 1.7610062893081762 "Danapur"
5233 5234 23.346390361231798 1.2 "Bahadurpur Chauraha"
5097 5098 2.007709957103053 1.2002526847757422 "Bahadurpur Golambar Chowk"
6244 6245 16.70848448458178 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
1457 1458 9.400748823428604 1.1160714285714286 "Politechnic More/Patliputra Colony Road"
2835 2836 18.072594151998988 1.7535971223021585 "Ashok Chowk"
5748 5749 41.888589592247264 1.1688311688311688 "East Lohapur Chowk"
228 229 36.41080050608539 0.5216484089723525 "Boring Road"
4669 4670 104.75999610077372 1.4718614718614718 "Digha Ashiana Link Road/Keshri Nagar Main Road"
2133 2375 5.6557536007890645 1.026811180832858 "Kankar Bagh Road"
5353 5354 24.140517798191635 1.1337868480725624 "Kankar Bagh Main Road/Old Bypass Road"
7440 7441 59.334584821838945 1.173627890921643 "Phulwari"
2327 2328 12.046864258249206 1.9628647214854111 "Sandal Pur Road"
6750 6751 65.14208776124534 0.8272058823529411 "Bhikhari Thakur R O B Flyover/Khagaul Road"
7120 7121 14.506242677882641 1.1961722488038278 "Jaganpura Main Road"
3258 3259 30.03588969915565 1.0 "Ashok Raj Path/Gola Road/Danapur Main Road"
4275 4276 53.92293698146178 1.0647010647010646 "Bailey Road/Naharpur Road"
3505 3506 16.21120809783579 0.8064516129032259 "Cantt Road"
942 943 34.57801257756935 2.6155187445510024 "Budh Marg"
2028 2029 12.250662877979671 1.461133839859731 "Rajendra Nagar Over Bridge/Kankar Bagh Road"
2620 2621 57.65766815461914 2.0629750271444083 "Sandalpur Main Road"
40 41 5.65574352643429 3.2727272727272725 "Vaishali Golambar Chowk"
2045 2046 29.639934107815627 1.2368300503893725 "Kankar Bagh Road"
7142 7143 28.295435267083192 1.1759172154280337 "Shaheed Chowk/Fraser Road"
6341 6342 43.98472658649921 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
244 245 13.269698144034605 0.5216484089723525 "Boring Road"
733 1587 23.16854981022102 1.1385199240986716 "Bailey Road"
4892 4893 13.50828972151167 1.4347202295552368 "Bailey Road/Daroga Prasad Roy Path"
7151 7152 95.08358445966161 0.9285714285714286 "Bari Road"
